"","�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"67","LB29IGCV","journalArticle",2006,"Duncan, Robert W.; Dilantha Fernando, W.G.; Rashid, Khalid Y.","Time and burial depth influencing the viability and bacterial colonization of sclerotia of Sclerotinia sclerotiorum","Soil Biology and Biochemistry",NA,"0038-0717","10.1016/j.soilbio.2005.05.003","http://www.sciencedirect.com/science/article/pii/S0038071705001987","Sclerotia are the primary over wintering inoculum of Sclerotinia sclerotiorum (Lib.) de Bary. The effects of tillage on the primary inoculum are not well understood. The purpose of this research was to study sclerotial viability over time and between burial depths in soil, to identify bacteria colonizing and degrading the sclerotia, and determine whether these bacteria may be utilized as biological control agents. Correlation analysis indicated that a significant negative relationship existed between sclerotial viability and elapsed temporal factors (R2=−0.68, P<0.0001), and depth of burial (R2=−0.58, P<0.0001). After twelve months, sclerotia on the soil surface had the highest viability (57.5%), followed by those at the 5cm depth (12.5%), and only 2.5% of those placed at the 10cm depth remained viable. A significant negative relationship between sclerotial viability and bacterial populations also existed (R2=−0.60, P<0.0001). Two hundred and sixty-eight bacteria were isolated from sclerotia, 29 of which showed strong in vitro antagonism to the mycelial growth of S. sclerotiorum. Biodiversity of the inhibitory bacterial isolates was minimal on sclerotia from the soil surface and within all depths sampled at three months (i.e. in January). All burial depths within the April and July sampling dates produced bacterial diversities that were distinct from each other.","2006-02-01","2021-01-12 07:35:53","2021-01-12 07:35:53",NA,"275-284",NA,2,38,NA,"Soil Biology and Biochemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biological control; Bacteria colonization; Sclerotia viability; Tillage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","JZYRZZDL","journalArticle",2018,"Mierzwa-Hersztek, Monika; Gleń-Karolczyk, Katarzyna; Gondek, Krzysztof","Fungistatic activity of composts with the addition of polymers obtained from thermoplastic corn starch and polyethylene - An innovative cleaner production alternative","Science of The Total Environment",NA,"0048-9697","10.1016/j.scitotenv.2018.04.220","http://www.sciencedirect.com/science/article/pii/S0048969718313974","Compost extracts with the addition of polymers obtained from thermoplastic corn starch and polyethylene are novel organic amendments, which can be typically applied to suppress soil-borne diseases. Considering the diversity of biologically active substances, including those growth-promoting and stabilizing various pathogens contained in extracts, composts have a large potential to successfully replace the massively used pesticides. The effect of various concentrations of water compost extracts with the addition of polymers obtained from thermoplastic corn starch and polyethylene on the linear growth, biomass, and sporulation of the following polyphagous fungi was assessed under in situ and in vitro conditions: Fusarium culmorum (W.G. Smith), Fusarium graminearum Schwabe, Sclerotinia sclerotiorum (Lib.) de Bary, Rhizoctonia solani Kühn, Alternaria alternata (Fr.) Keissler. The studies revealed that the fungistatic activity was determined by the kind and concentration of compost extract added to the medium, as well as by the fungus kind. The analyzed compost extracts blocked the linear growth of the tested fungi on average by 22%, biomass increment by 51%, and sporulation by 57%. F. culmorum and S. sclerotiorum proved to be the most sensitive to the tested compost extracts. It was found that the extract from compost with the addition of polymer with the highest share of polyethylene blocked the sporulation of F. culmorum by 87% and F. graminearum by 92%. In turn, composts with the addition of polymers with the highest share of a biocomponent weakened the fungistatic activity of composts. The authors demonstrated that the addition of microbiological inoculum to one of the composts enhanced the fungistatic activity with respect to S. sclerotiorum, F. graminearum, and F. culmorum. The obtained results can be used to better understand the growth-promoting and suppression effects of compost extracts with polymer addition, help to enhance crop production, and constitute a paradigm shift towards the development of the next generation of compost with applications in a range of new fields.","2018-09-01","2021-01-12 07:35:53","2021-01-12 07:35:53",NA,"1063-1075",NA,NA,635,NA,"Science of The Total Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phytopathogenic fungi; Compost extracts; Linear growth; Polymer materials; Sporulation; Trace elements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","B6II6R4W","journalArticle",2019,"Euteneuer, Pia; Wagentristl, Helmut; Steinkellner, Siegrid; Scheibreithner, Carina; Zaller, Johann G.","Earthworms affect decomposition of soil-borne plant pathogen Sclerotinia sclerotiorum in a cover crop field experiment","Applied Soil Ecology",NA,"0929-1393","10.1016/j.apsoil.2019.02.020","http://www.sciencedirect.com/science/article/pii/S0929139318308151","Earthworms provide important ecosystem services in agricultural systems. However, little is known with regards to which extent earthworms feed on soil-borne plant fungal pathogens, thereby potentially reducing pathogen infection of crops. Using a food choice arena in the laboratory, we examined (i) whether the hardened resting structures (i.e., sclerotia) of white mould (Sclerotinia sclerotiorum (Lib.) de Bary) are consumed by the earthworm Lumbricus terrestris L. (Lumbricidae) and (ii) to what extent this consumption is affected by a possible hydration of sclerotia. We found that earthworms fed on sclerotia, preferably when sclerotia were hydrated. After 13 weeks of sclerotia hydration, on average, 61.1 ± 26.0% were consumed. In field plots, we further tested the interaction between earthworms, cover crops (mustard (Sinapis alba L.), oilseed radish (Raphanus sativus subsp. oleiferus M.), oat (Avena sativa L.), grass pea (Lathyrus sativus L.)) and sclerotia. After eight months, the number of remained sclerotia was lower when earthworms had access (51 ± 19%) than when earthworm had restricted access (79 ± 11%; Sidak; P = 0.01). Oilseed radish increased earthworm abundance, however cover crops did not directly reduce sclerotia. Our findings indicate that sclerotia can be reduced by supporting cover crops that favour earthworms rather than having bare fallow.","2019-06-01","2021-01-12 07:35:54","2021-01-12 07:35:54",NA,"88-93",NA,NA,138,NA,"Applied Soil Ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sclerotia; L.; Cover crops; Earthworm; Plant pathogen control; White mould",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","A4RTTSS5","journalArticle",2010,"Kutcher, H.R.; Malhi, S.S.","Residue burning and tillage effects on diseases and yield of barley (Hordeum vulgare) and canola (Brassica napus)","Soil and Tillage Research",NA,"0167-1987","10.1016/j.still.2010.06.001","http://www.sciencedirect.com/science/article/pii/S0167198710001029","Crop residue is often managed by tillage or burning in western Canada. This study was conducted to test the hypothesis that burning crop residues reduces the severity of barley (Hordeum vulgare L.) and canola (Brassica napus L.) diseases, and increases seed or grain yield or quality. Experiments were conducted at 2 sites, a Gray Luvisol (Typic Cryoboralf) and a Dark Gray Luvisol (Mollic Cryboralf) over 5 years in northeast Saskatchewan, Canada, with treatments of: zero (ZT) and conventional (CT) tillage, and burning (B) or no burning (NB) of previous crop residue. At each site, an experiment for barley and another for canola was established in a 2-year barley–canola rotation. Severity of leaf spotting diseases of barley, mainly net blotch [Pyrenophora teres Drechsler], and incidence of sclerotinia stem rot [Sclerotinia sclerotiorum (Lib.) de Bary] of canola were sometimes greater in the B treatment than the NB. Leaf spot severity of barley was usually slightly reduced under CT compared with ZT, but regardless of severity, barley yields were either similar, or more often higher under ZT than CT (337–766kgha−1 or 11–57%). There were occasionally effects of B on barley yield, but results were inconsistent and sometimes depended on tillage system. Canola yield tended to be greater under ZT than CT (141–233kgha−1 or 9–44%), but the effect of B was inconsistent. Tillage system had the greatest impact on crop yields with higher yield more often under ZT than CT, most likely as a result of improved soil moisture under the ZT system. We conclude that use of fire to manage diseases of barley and canola is ineffective.","2010-08-01","2021-01-12 07:35:55","2021-01-12 07:35:55",NA,"153-160",NA,2,109,NA,"Soil and Tillage Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cereal diseases; Oilseeds diseases; Stubble management; Tillage practices",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","NBAAR7QK","journalArticle",2018,"Hou, Yi-Ping; Mao, Xue-Wei; Lin, Shi-Peng; Song, Xiu-Shi; Duan, Ya-Bing; Wang, Jian-Xin; Zhou, Ming-Guo","Activity of a novel succinate dehydrogenase inhibitor fungicide pyraziflumid against Sclerotinia sclerotiorum","Pesticide Biochemistry and Physiology",NA,"0048-3575","10.1016/j.pestbp.2017.12.009","http://www.sciencedirect.com/science/article/pii/S0048357517305448","Pyraziflumid is a novel member of succinate dehydrogenase inhibitor fungicides (SDHI). In this study, baseline sensitivity of Sclerotinia sclerotiorum (Lib.) de Bary to pyraziflumid was determined using 105 strains collected during 2015 and 2017 from different geographical regions in Jiangsu Province of China, and the average EC50 value was 0.0561 (±0.0263)μg/ml for mycelial growth. There was no cross-resistance between pyraziflumid and the widely used fungicides carbendazim, dimethachlon and the phenylpyrrole fungicide fludioxonil. After pyraziflumid treated, hyphae were contorted with offshoot of top increasing, cell membrane permeability increased markedly, oxalic acid content significantly decreased and mycelial respiration was strongly inhibited. But the number and dry weight of sclerotia did not change significantly. The protective and curative activity test of pyraziflumid suggested that pyraziflumid had great control efficiency against S. sclerotiorum on detached rapeseed leaves, and protective activity was better than curative activity. These results will contribute to us on evaluating the potential of the new SDHI fungicide pyraziflumid for management of diseases caused by S. sclerotiorum and understanding the mode of action of pyraziflumid against S. sclerotiorum.","2018-02-01","2021-01-12 07:35:56","2021-01-12 07:35:56",NA,"22-28",NA,NA,145,NA,"Pesticide Biochemistry and Physiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyraziflumid; Resistance management; Sensitivity distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","RTLRGSIY","journalArticle",2012,"Duan, Yabing; Liu, Shengming; Ge, Changyan; Feng, Xijie; Chen, Changjun; Zhou, Mingguo","In vitro inhibition of Sclerotinia sclerotiorum by mixtures of azoxystrobin, SHAM, and thiram","Pesticide Biochemistry and Physiology",NA,"0048-3575","10.1016/j.pestbp.2012.04.004","http://www.sciencedirect.com/science/article/pii/S0048357512000533","The necrotrophic fungal phytopathogen Sclerotinia sclerotiorum (Lib.) de Bary has a broad host range and frequently causes destructive diseases. The extensive use of common fungicides to control these diseases has selected for resistance in populations of S. sclerotiorum. In this study, 105 isolates of S. sclerotiorum from different geographical regions in Jiangsu Province of China were characterized for baseline sensitivity to azoxystrobin, and the average EC50 value was 0.2932μg/mL for mycelial growth. Of the mixtures of the fungicides thiram and azoxystrobin that were tested using an in vitro mycelial growth assay, the 1:4 ratio provided the greatest inhibition of S. sclerotiorum. When tested against nine isolates, the 1:4 mixture resulted in a mean synergy ratio of 2.31, indicating synergistic inhibition. Mycelial respiration was inhibited for about 2h by azoxystrobin alone but for 48h by the mixture of thiram and azoxystrobin. Salicylhydroxamic acid (SHAM, a known inhibitor of alternative respiration) also increased the inhibition of mycelial growth and respiration caused by azoxystrobin. These results suggest the need for further study of effects of combinations of azoxystrobin with thiram or SHAM in planta to evaluate their potential for management of diseases caused by S. sclerotiorum.","2012-06-01","2021-01-12 07:35:56","2021-01-12 07:35:56",NA,"101-107",NA,2,103,NA,"Pesticide Biochemistry and Physiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen consumption; Mycelial growth; Respiration inhibition; Salicylhydroxamic acid (SHAM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","EZ3JU9T4","journalArticle",2018,"Hou, Yi-Ping; Mao, Xue-Wei; Qu, Xiang-Pu; Wang, Jian-Xin; Chen, Chang-Jun; Zhou, Ming-Guo","Molecular and biological characterization of Sclerotinia sclerotiorum resistant to the anilinopyrimidine fungicide cyprodinil","Pesticide Biochemistry and Physiology",NA,"0048-3575","10.1016/j.pestbp.2018.03.001","http://www.sciencedirect.com/science/article/pii/S0048357518300282","Cyprodinil belongs to the chemical class of anilinopyrimidines fungicides. In this study, baseline sensitivity of Sclerotinia sclerotiorum (Lib.) de Bary to cyprodinil was determined using 100 strains collected from the fields in Jiangsu Province of China. The EC50 (50% effective concentration) values ranged from 0.0636–0.8163 μg/ml with a mean value of 0.1869 (±0.1118) ug/ml for mycelial growth. Nine cyprodinil-resistant mutants (Range of resistance factor: 20.22–271.59) were obtained from sensitive strains exposed on PDA medium amended with cyprodinil and the resistance was stable after their ten transfers on PDA without the fungicide or stored at 4 °C for two months. There was positive cross-resistance between cyprodinil and pyrimethanil but not to fludioxonil, dimetachlone, procymidone, carbendazim and boscalid in S. sclerotiorum. Compared with the parental strains, all of the nine cyprodinil-resistant mutants decreased in sclerotial production. The dry weight of mycelia, pathogenicity and cell membrane permeability of most resistant mutants decreased. The mycelial growth, oxalic acid content, and the response to various stress for resistant mutants were almost the same as the sensitive parental strains. Sequencing alignment results showed that there was no alteration of amino acid in cystathionine γ-synthase (MetB) and cystathionine β-lyase (MetC) between cyprodinil-resistant mutants and their sensitive parental strains, which indicated that MetB or MetC was not the molecular target of cyprodinil in S. sclerotiorum. The addition of amino acids L-methionine, L-cystine or L-cysteine decreased the inhibition of cyprodinil against mycelial growth of S. sclerotiorum, which indicated that cyprodinil could not only inhibited methionine biosynthesis but also suppressed cystine and cysteine biosynthesis. These results will contribute to evaluating the resistance risk of cyprodinil for management of the plant diseases of Sclerotinia stem rot caused by S. sclerotiorum and further increase our understanding about the mode of action of cyprodinil.","2018-04-01","2021-01-12 07:35:57","2021-01-12 07:35:57",NA,"80-89",NA,NA,146,NA,"Pesticide Biochemistry and Physiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprodinil; Mode of action; Resistance risk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","INKATMP8","journalArticle",2007,"Fernando, W.G.D.; Nakkeeran, S.; Zhang, Y.; Savchuk, S.","Biological control of Sclerotinia sclerotiorum (Lib.) de Bary by Pseudomonas and Bacillus species on canola petals","Crop Protection",NA,"0261-2194","10.1016/j.cropro.2006.04.007","http://www.sciencedirect.com/science/article/pii/S0261219406001013","Four bacterial strains, Pseudomonas chlororaphis (PA-23), Bacillus amyloliquefaciens (BS6), Pseudomonas sp. (DF41) and B. amyloliquefaciens (E16) which had been found to have biocontrol activity in vitro assays against Sclerotinia sclerotiorum, the causal agent of stem rot of canola, were tested for their efficacy in greenhouse and field conditions. Microscopic studies showed that P. chlororaphis strain PA-23 inhibited the germination of S. sclerotiorum ascospores on petals while complete colonization of petals was observed 48h after application of ascospores alone. Double application of PA-23 on canola plants challenged with the ascospores of S. sclerotiorum triggered increased levels of hydrolytic enzymes including chitinase and β-1,3-glucanase in canola plants. In addition, it also triggered the expression of the pathogenesis-related protein PR3. Field studies over a period of two years indicated that disease control with PA-23 and BS6 was comparable to that achieved with the fungicide Rovral Flo® (iprodione). There was no significant difference between single- and double-spray application of PA-23 and BS6 in the management of canola stem rot. Results suggest that P. cholororaphis PA-23 and B. amyloliquefaciens BS6 can be used to control Sclerotinia stem rot of canola under field conditions.","2007-02-01","2021-01-12 07:35:58","2021-01-12 07:35:58",NA,"100-107",NA,2,26,NA,"Crop Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biocontrol; Canola; sp.; Petals; Phyllosphere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","XR25KM8V","journalArticle",2017,"Sun, Yang; Wang, Yong; Xie, Ziyu; Guo, Enhui; Han, Lirong; Zhang, Xing; Feng, Juntao","Activity and biochemical characteristics of plant extract cuminic acid against Sclerotinia sclerotiorum","Crop Protection",NA,"0261-2194","10.1016/j.cropro.2017.07.024","http://www.sciencedirect.com/science/article/pii/S0261219417302211","Sclerotinia stem rot caused by Sclerotinia sclerotiorum (Lib.) de Bary is present worldwide and causes large economic losses. As more and more serious resistance of S. sclerotiorum against commonly used fungicides, development of novel biorational fungicides to control this fungal has become more and more urgent. In this study, the activity of cuminic acid isolated from the seed of Cuminum cyminum L, was assessed. The median effective concentration (EC50) values for inhibition of mycelial growth of 78 S. sclerotiorum strains ranged from 5.46 to 29.34 μg/ml, with an average EC50 value of 17.36 ± 2.28 μg/ml. Meanwhile, both in pot experiments and on detached leaves, cuminic acid exhibited significant control effects against S. sclerotiorum. After treated with cuminic acid, mycelia were clustered seriously and the surface were collapsed and shriveled. In S. sclerotiorum, cell membrane permeability would be increased while oxalic acid content would be decreased and glycerol content would be increased significantly treated with cuminic acid. Above all, cuminic acid showed the potential as a natural alternative to commercial fungicides or a lead compound to develop new fungicides for the control of Sclerotinia stem rot.","2017-11-01","2021-01-12 07:35:58","2021-01-12 07:35:58",NA,"76-83",NA,NA,101,NA,"Crop Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disease management; Sclerotinia stem rot; Botanical fungicide; p-isopropyl benzoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","96C437VP","journalArticle",2011,"Kuang, Jing; Hou, Yi-Ping; Wang, Jian-Xin; Zhou, Ming-Guo","Sensitivity of Sclerotinia sclerotiorum to fludioxonil: In vitro determination of baseline sensitivity and resistance risk","Crop Protection",NA,"0261-2194","10.1016/j.cropro.2011.02.029","http://www.sciencedirect.com/science/article/pii/S0261219411000846","This work determined the sensitivity of field populations of Sclerotinia sclerotiorum (Lib.) de Bary before exposure to the fungicide fludioxonil (= baseline sensitivity) and assessed the risk of fludioxonil resistance. The mean EC50 (Effective Concentration) and Minimum inhibitory concentration (MIC) values for fludioxonil based on inhibition of mycelial growth of 120 wild-type isolates were 0.015 ± 0.005 μg/ml and <0.05 μg/ml, respectively. Positive cross-resistance was not detected between fludioxonil and benzimidazole fungicides but was detected between fludioxonil and dicarboximide fungicides which are considered as high resistance risk fungicides by FRAC, even though these fungicides have different molecular structures. By growing wild-type isolates on potato dextrose agar (PDA) containing sublethal concentrations of the fungicide, we obtained four fludioxonil-resistant mutants with resistance factors (EC50 resistant/EC50 sensitive phenotypes) >2000. The laboratory fludioxonil mutants were less fitter than their parental isolates in terms of mycelial radial growth, pathogenicity and sclerotial production. Moreover, on PDA amended with NaCl, the laboratory fludioxonil mutants grew more slowly than their fludioxonil-sensitive parents, especially at lower concentrations of NaCl. According to the fitness of mutants and the cross-resistance between fludioxonil and dicarboximide fungicides, phenylpyrroles can be considered to pose a moderate resistance risk. In a field trial, fludioxonil provided greater control (over 90% disease control) of S. sclerotiorum than iprodione.","2011-07-01","2021-01-12 07:35:59","2021-01-12 07:35:59",NA,"876-882",NA,7,30,NA,"Crop Protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline sensitivity; Resistance; Fludioxonil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","3L88TSGK","journalArticle",2020,"Ojaghian, Seyedmohammadreza; Wang, Ling; Zhang, Liang","Inhibitory effect of sirolimus against white rot of Brassica juncea var. tumida","Scientia Horticulturae",NA,"0304-4238","10.1016/j.scienta.2020.109484","http://www.sciencedirect.com/science/article/pii/S0304423820303125","White rot, caused by Sclerotinia sclerotiorum (Lib.) de Bary, has recently become a serious threat to tuber mustard (Brassica juncea var. tumida) cultivation in Hangzhou and other mustard growing parts of Zhejiang province, China. This study was conducted to evaluate the inhibitory effect of sirolimus, a natural macrolide compound, against white rot of mustard tuber caused by S. sclerotiorum in vitro and in vivo. The results showed that sirolimus was able to reduce the mycelial growth, sclerogenesis as well as myceliogenic and carpogenic germinations of three isolates of the pathogen. Application of sirolimus markedly increased activity of β-N-acetyl hexosaminidase, endochitinase and β -1,3-glucanase in plant leaves. Moreover, a significant increase was observed in the level of polyphenoloxidase and peroxidase in plant leaves two and four days after application of sirolimus. The results of in vitro tests showed that sirolimus at the concentration of 100 nM completely inhibited disease severity. The treatment with sirolimus enhanced relative conductivity of S. sclerotiorum mycelia over time compared with control. An increase of carbohydrate leakage was observed in the pathogen mycelia incubated with sirolimus. The content of methane dicarboxylic aldehyde (MDA) markedly increased at 5 h and the highest MDA content was observed after 20 h. Due to exposure to sirolimus, a decrease percentage of catalase activity was observed in pathogen mycelia. In conclusion, this study showed that sirolimus can be considered as an effective substance against white rot of tuber mustard caused by S. sclerotiorum.","2020-09-20","2021-01-12 07:35:31","2021-01-12 07:35:31",NA,"109484",NA,NA,271,NA,"Scientia Horticulturae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpogenic; Endochitinase; MDA; Peroxidase; Sirolimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","JCULFY8Z","journalArticle",2010,"Liang, Yue; Rahman, Muhammad H.; Strelkov, Stephen E.; Kav, Nat N.V.","Developmentally induced changes in the sclerotial proteome of Sclerotinia sclerotiorum","Fungal Biology",NA,"1878-6146","10.1016/j.funbio.2010.05.003","http://www.sciencedirect.com/science/article/pii/S1878614610000723","Sclerotinia sclerotiorum (Lib.) de Bary is a necrotrophic fungal phytopathogen with a broad host range. The fungus produces sclerotia, long-term survival and dissemination structures that serve as the primary source of inoculum during seasonal crop infection cycles. Herein, we report the first proteomics-based analysis of sclerotial development. A total of 88 protein spots were observed by two-dimensional gel electrophoresis (2-DE) to exhibit significant temporal differences in abundance at three representative stages of sclerotial development, and the identities of these proteins were established using LC-MS/MS. The proteins were classified into several functional categories including metabolism, energy, transcription and protein fate, cell defense, differentiation, and proteins with as of yet unknown functions. In addition, proteins involved in the process of melanogenesis were found to be differentially abundant during sclerotial development, as was the development-specific protein, Ssp. This study provides a starting point towards achieving a comprehensive understanding of the proteins and molecular events associated with sclerotial development.","2010-08-01","2021-01-12 07:35:32","2021-01-12 07:35:32",NA,"619-627",NA,8,114,NA,"Fungal Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sclerotia; Development; Exudate; Necrotrophic; Proteome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2ATEN8CN","journalArticle",2018,"Pan, Yuemin; Wei, Junjun; Yao, Chuanchun; Reng, Hengxue; Gao, Zhimou","SsSm1, a Cerato-platanin family protein, is involved in the hyphal development and pathogenic process of Sclerotinia sclerotiorum","Plant Science",NA,"0168-9452","10.1016/j.plantsci.2018.02.001","http://www.sciencedirect.com/science/article/pii/S0168945217307616","The filamentous fungus Sclerotinia sclerotiorum is an important plant pathogen with a worldwide distribution. It can infect a wide variety of plants, causing serious disease in many types of crops, such as rapeseed, sunflower and soybean. Sclerotinia stem rot caused by this fungus affects main crops and has led to great economic loss. Elicitors are a group of compounds that inspire the host plant to produce an immune response against invading pathogens. This study describes a protein that has high homology with the Trichoderma elicitor Sm1 and was found in the genome of S. sclerotiorum. We named this protein SsSm1. To determine whether this protein has an elicitor function like its homology protein, we constructed a heterologous expression vector for SsSm1 and expressed it in Escherichia coli. The protein of heterologous expression led to the formation of lesions in tobacco that closely resemble hypersensitive response lesions. Transient expression of the encoding gene of SsSm1 in tobacco leaves also caused hypersensitive response. Then, RNA silencing was used to identify the function of SsSm1. The hyphal growth and pathogenicity of silenced transformants were shown to be obviously lagging and branched abnormally. Transformants produced less infection cushions and deformed sclerotiorum. In addition, SsSm1 silencing caused weak tolerance to NaCl, sorbitol and SDS, and the sensitivity of mutants to carbendazim was also significantly decreased. Based on the above results, we speculate that this protein may be related to the development of hyphae, infection cushions and sclerotiorum, but the specific molecular mechanism needs to be studied further.","2018-05-01","2021-01-12 07:35:32","2021-01-12 07:35:32",NA,"37-46",NA,NA,270,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Lib.) de Bary; Cerato-platanin; Elicitor; HR; RNAi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
